start	end	type
3654	3469	linked_to
3654	2497	linked_to
3100	1391	child_of
3100	2011	linked_to
2629	2825	child_of
3452	1229	child_of
244	2343	child_of
485	782	child_of
871	3311	child_of
871	418	linked_to
871	3048	linked_to
1611	1966	child_of
1611	761	linked_to
1611	1741	linked_to
2401	631	child_of
2812	2524	child_of
3207	1063	child_of
3207	3951	linked_to
3207	2101	linked_to
3207	3834	linked_to
2988	1559	child_of
2988	2292	linked_to
2988	2519	linked_to
2988	438	linked_to
2988	3227	linked_to
2988	1916	linked_to
2988	560	linked_to
692	2016	child_of
692	2119	linked_to
692	3474	linked_to
160	3332	child_of
160	574	linked_to
160	957	linked_to
160	3045	linked_to
160	2378	linked_to
160	1139	linked_to
1757	2695	child_of
1074	1487	child_of
1599	730	child_of
1599	1080	linked_to
1599	1628	linked_to
1599	2786	linked_to
1599	3859	linked_to
1599	2093	linked_to
1599	3017	linked_to
1599	1345	linked_to
1599	60	linked_to
1599	1721	linked_to
2239	3546	child_of
969	2271	child_of
969	1111	linked_to
983	1410	child_of
3761	3334	child_of
3761	3557	linked_to
3761	1236	linked_to
3761	3429	linked_to
343	3945	child_of
3159	378	child_of
3217	206	child_of
2015	2264	child_of
1700	2375	child_of
1428	680	child_of
810	2954	child_of
810	2713	linked_to
261	1492	child_of
3845	1367	child_of
1622	791	child_of
2276	1784	child_of
2904	3951	child_of
2904	2254	linked_to
3382	545	child_of
3755	3987	child_of
3866	3737	child_of
1124	3987	child_of
1061	3714	child_of
2039	3714	child_of
1653	2839	child_of
3454	2202	child_of
2538	2353	child_of
94	4017	child_of
94	496	linked_to
3843	59	child_of
1519	827	child_of
2194	415	child_of
2194	2317	linked_to
322	1816	child_of
835	1719	child_of
3477	2467	child_of
3477	1121	linked_to
4041	963	child_of
3187	1035	child_of
2943	222	child_of
2201	1183	child_of
1625	2876	child_of
1625	4086	linked_to
999	709	child_of
794	1535	child_of
3982	2500	child_of
3458	1008	child_of
1568	1212	child_of
2186	651	child_of
2186	2642	linked_to
2822	1337	child_of
3550	3796	child_of
3555	2092	child_of
4110	2816	child_of
321	2305	child_of
801	567	child_of
2172	2802	child_of
1996	1051	child_of
3060	1231	child_of
2605	1070	child_of
109	3472	child_of
3640	1644	child_of
1644	1085	child_of
296	2546	child_of
588	1365	child_of
1451	603	child_of
3500	1729	child_of
3990	3230	child_of
2334	3320	child_of
2930	2041	child_of
2158	2499	child_of
1798	1037	child_of
1228	3776	child_of
660	3035	child_of
4106	3894	child_of
3563	441	child_of
1814	2645	child_of
2520	2414	child_of
2773	1520	child_of
3394	3014	child_of
3373	2852	child_of
3373	3045	linked_to
178	4042	child_of
284	178	child_of
953	1292	child_of
953	1628	linked_to
2328	2330	child_of
2328	957	linked_to
1572	3811	child_of
2765	1149	child_of
1962	3402	child_of
3632	2029	child_of
3340	1260	child_of
3340	3671	linked_to
1941	3816	child_of
287	1723	child_of
966	935	child_of
1375	3191	child_of
1375	813	linked_to
1375	1747	linked_to
184	3028	child_of
184	2170	linked_to
95	551	child_of
3276	2831	child_of
3760	719	child_of
2168	1848	child_of
1940	503	child_of
1940	489	linked_to
1940	418	linked_to
1120	423	child_of
702	676	child_of
3773	2590	child_of
1049	3586	child_of
1942	3503	child_of
82	2807	child_of
82	1942	linked_to
2883	2300	child_of
1334	2836	child_of
58	3701	child_of
2446	3227	child_of
1383	4067	child_of
3778	2829	child_of
1526	4076	child_of
577	2738	child_of
2596	2248	child_of
2051	2135	child_of
3648	1610	child_of
3308	3087	child_of
746	625	child_of
746	471	linked_to
746	1747	linked_to
146	2355	child_of
1349	2561	child_of
1349	4058	linked_to
1951	3429	child_of
635	158	child_of
926	3003	child_of
3707	2086	child_of
3707	2058	linked_to
478	385	child_of
2218	2439	child_of
3261	3979	child_of
994	667	child_of
994	3063	linked_to
2576	3570	child_of
51	3342	child_of
1686	2805	child_of
3296	919	child_of
564	3108	child_of
2563	3255	child_of
2563	1751	linked_to
2563	3361	linked_to
3825	702	child_of
3592	2190	child_of
3592	1585	linked_to
3592	1843	linked_to
993	1843	child_of
259	1511	child_of
1714	187	child_of
1714	3702	linked_to
1714	1125	linked_to
1127	1811	child_of
2309	673	child_of
2670	3778	child_of
3537	3208	child_of
4104	2580	child_of
69	471	child_of
69	2075	linked_to
69	1811	linked_to
69	190	linked_to
311	3720	child_of
1189	3222	child_of
892	668	child_of
290	2195	child_of
3885	2192	child_of
3401	3885	child_of
2720	860	child_of
2147	518	child_of
1787	938	child_of
860	1787	child_of
1337	3254	child_of
3971	1337	child_of
377	1344	child_of
2582	3292	child_of
3366	549	child_of
1705	3488	child_of
2110	3442	child_of
785	1923	child_of
3898	2255	child_of
1364	311	child_of
817	1158	child_of
935	551	child_of
1781	101	child_of
3292	1781	child_of
2685	2112	child_of
3249	3182	child_of
3249	2527	linked_to
3249	154	linked_to
3696	945	child_of
313	3312	child_of
1236	2879	child_of
1236	3896	linked_to
1236	424	linked_to
1236	1805	linked_to
1236	1662	linked_to
1723	916	child_of
2202	2051	child_of
331	632	child_of
331	3940	linked_to
4000	1190	child_of
3434	932	child_of
2637	3969	child_of
2094	731	child_of
2319	2094	child_of
1858	1677	child_of
636	840	child_of
1088	2223	child_of
3635	606	child_of
150	1612	child_of
2897	3109	child_of
3583	2966	child_of
1861	1380	child_of
1861	790	linked_to
2668	2197	child_of
96	1938	child_of
3663	1828	child_of
1116	258	child_of
982	3761	child_of
982	41	linked_to
982	1455	linked_to
982	1345	linked_to
2370	163	child_of
2188	1058	child_of
2188	992	linked_to
2188	2324	linked_to
2188	925	linked_to
2691	2318	child_of
3329	1930	child_of
3804	2439	child_of
190	1136	child_of
909	3325	child_of
1359	1581	child_of
1884	2005	child_of
693	3846	child_of
43	2451	child_of
3682	893	child_of
3346	3834	child_of
3346	3590	linked_to
3346	2108	linked_to
3346	2572	linked_to
3346	934	linked_to
3049	2250	child_of
2180	3884	child_of
1864	2139	child_of
664	2654	child_of
1273	2990	child_of
3802	3858	child_of
4012	4088	child_of
2847	3822	child_of
3493	2900	child_of
1839	1400	child_of
2253	275	child_of
163	3190	child_of
3652	3056	child_of
1247	2754	child_of
1034	812	child_of
2539	220	child_of
1920	2795	child_of
3506	2197	child_of
3506	2668	linked_to
3506	1545	linked_to
3506	2724	linked_to
3197	3563	child_of
3784	389	child_of
3784	3228	linked_to
3895	3129	child_of
475	2376	child_of
1076	2022	child_of
1636	3269	child_of
2260	3276	child_of
99	2971	child_of
3958	227	child_of
3958	1728	linked_to
3507	2374	child_of
2510	791	child_of
2551	1263	child_of
1899	1678	child_of
1899	2457	linked_to
1194	2060	child_of
1211	4120	child_of
1211	2193	linked_to
1211	2599	linked_to
4093	252	child_of
344	895	child_of
2316	2702	child_of
2916	963	child_of
1608	2916	child_of
2263	3308	child_of
385	3632	child_of
3702	1716	child_of
3702	3831	linked_to
1520	1177	child_of
842	2632	child_of
842	2461	linked_to
1955	2247	child_of
1720	2844	child_of
3260	3553	child_of
3260	925	linked_to
3260	3809	linked_to
3077	3833	child_of
3077	1703	linked_to
3077	2000	linked_to
3729	2136	child_of
3729	3198	linked_to
449	3639	child_of
1019	2076	child_of
1210	3324	child_of
1671	2061	child_of
2159	433	child_of
855	4046	child_of
428	2271	child_of
204	2212	child_of
3664	850	child_of
2738	213	child_of
2219	3591	child_of
1939	227	child_of
1854	1981	child_of
330	927	child_of
1067	3387	child_of
1067	1399	linked_to
3746	3753	child_of
3746	3674	linked_to
3623	3344	child_of
2413	151	child_of
2413	3614	linked_to
2944	151	child_of
2886	795	child_of
2417	3520	child_of
240	2005	child_of
3534	287	child_of
627	3526	child_of
171	3179	child_of
1890	3710	child_of
1844	311	child_of
1844	2398	linked_to
2469	2675	child_of
3114	239	child_of
3530	3424	child_of
4021	3909	child_of
396	391	child_of
665	1415	child_of
887	1219	child_of
462	3301	child_of
462	2293	linked_to
462	496	linked_to
462	3303	linked_to
128	1946	child_of
3451	4025	child_of
2717	613	child_of
2717	3506	linked_to
2549	44	child_of
1627	4112	child_of
1097	1627	child_of
606	672	child_of
853	2792	child_of
3385	2827	child_of
3735	2164	child_of
2374	2698	child_of
2600	2933	child_of
1105	2862	child_of
2783	4102	child_of
4102	728	child_of
3404	1706	child_of
637	2411	child_of
465	964	child_of
1706	465	child_of
1168	1287	child_of
2780	3406	child_of
2867	3142	child_of
2867	977	linked_to
3446	1021	child_of
3989	1465	child_of
162	486	child_of
605	3927	child_of
1201	2214	child_of
633	2566	child_of
243	1055	child_of
3704	336	child_of
3392	288	child_of
2166	655	child_of
2453	700	child_of
1944	1904	child_of
1566	3755	child_of
269	4100	child_of
883	3296	child_of
883	1236	linked_to
3283	1367	child_of
3283	913	linked_to
3897	951	child_of
2491	1590	child_of
3161	686	child_of
2678	3	child_of
2266	2184	child_of
4108	3598	child_of
3279	806	child_of
840	3345	child_of
358	840	child_of
2000	3126	child_of
2000	1259	linked_to
2000	2186	linked_to
2000	395	linked_to
2000	3405	linked_to
1666	3163	child_of
2076	3054	child_of
2743	225	child_of
3269	18	child_of
4086	133	child_of
629	1846	child_of
941	4023	child_of
941	3681	linked_to
626	3830	child_of
626	2553	linked_to
212	3910	child_of
3739	849	child_of
3085	1861	child_of
2939	641	child_of
2939	930	linked_to
2527	3558	child_of
1943	2527	child_of
1347	3388	child_of
249	2054	child_of
752	3319	child_of
752	3346	linked_to
752	2160	linked_to
752	1063	linked_to
3160	2805	child_of
4025	3937	child_of
2517	2542	child_of
2517	1104	linked_to
2998	3570	child_of
2998	2170	linked_to
1536	3499	child_of
2187	2684	child_of
3604	144	child_of
3112	4099	child_of
821	3418	child_of
326	299	child_of
1990	3843	child_of
1050	343	child_of
2167	2700	child_of
2634	274	child_of
3213	2501	child_of
3969	3353	child_of
353	2671	child_of
709	1419	child_of
1099	1335	child_of
424	325	child_of
424	3334	linked_to
3996	2210	child_of
3996	3153	linked_to
3996	3219	linked_to
3345	1065	child_of
2985	2589	child_of
2212	3240	child_of
1555	1246	child_of
1110	1870	child_of
39	287	child_of
1006	2628	child_of
1006	2302	linked_to
3571	1214	child_of
3978	1991	child_of
2247	1822	child_of
2695	976	child_of
1233	1002	child_of
3119	2833	child_of
3119	847	linked_to
3119	2365	linked_to
632	74	child_of
80	296	child_of
1505	2382	child_of
967	985	child_of
2330	175	child_of
1812	237	child_of
1812	1486	linked_to
3094	1704	child_of
3094	2905	linked_to
3717	3171	child_of
86	3208	child_of
335	230	child_of
846	286	child_of
1202	3575	child_of
1707	3504	child_of
2246	846	child_of
2664	3467	child_of
2514	3370	child_of
2514	830	linked_to
1921	3329	child_of
1365	1605	child_of
1013	3804	child_of
723	2224	child_of
723	1747	linked_to
723	584	linked_to
48	3300	child_of
2613	3308	child_of
3542	116	child_of
3542	610	linked_to
1919	3267	child_of
1919	2245	linked_to
2447	3897	child_of
1195	1846	child_of
1668	2675	child_of
1668	1160	linked_to
131	3041	child_of
131	2397	linked_to
2786	27	child_of
100	3755	child_of
4063	3995	child_of
1534	3040	child_of
1534	1206	linked_to
1534	2969	linked_to
1014	3617	child_of
2614	2065	child_of
2065	1725	child_of
2799	3574	child_of
3124	1239	child_of
3912	2146	child_of
497	3130	child_of
829	3617	child_of
1469	1078	child_of
1469	2379	linked_to
2216	1304	child_of
3419	1476	child_of
2879	730	child_of
2364	2951	child_of
1988	1195	child_of
1761	910	child_of
1761	2382	linked_to
1761	635	linked_to
1761	804	linked_to
1295	2798	child_of
738	3198	child_of
3545	3748	child_of
3986	1756	child_of
2544	2879	child_of
2840	609	child_of
1588	1299	child_of
2063	3553	child_of
346	249	child_of
346	1714	linked_to
3443	2140	child_of
911	910	child_of
911	804	linked_to
413	1617	child_of
1948	1713	child_of
1738	3367	child_of
3212	2314	child_of
2789	1429	child_of
2789	92	linked_to
3509	1738	child_of
3902	2930	child_of
3902	2273	linked_to
276	2512	child_of
818	3157	child_of
818	1929	linked_to
1635	676	child_of
2117	4005	child_of
2575	2052	child_of
2826	1822	child_of
3131	4020	child_of
3131	3121	linked_to
2632	958	child_of
2298	1246	child_of
2298	950	linked_to
2298	2468	linked_to
1156	2171	child_of
917	591	child_of
380	2728	child_of
4073	1638	child_of
3940	2552	child_of
3940	1809	linked_to
2807	2030	child_of
3104	2576	child_of
3104	2069	linked_to
1388	2473	child_of
1938	370	child_of
279	4020	child_of
890	4036	child_of
1181	3214	child_of
1181	1920	linked_to
493	3931	child_of
2223	222	child_of
1266	1112	child_of
2574	3033	child_of
2537	876	child_of
3931	2757	child_of
185	1097	child_of
308	802	child_of
1235	645	child_of
1455	2925	child_of
1455	3587	linked_to
1455	1267	linked_to
1789	231	child_of
2452	593	child_of
2958	3587	child_of
2958	1455	linked_to
2958	1966	linked_to
3153	863	child_of
3153	1324	linked_to
2781	50	child_of
2043	998	child_of
1639	2638	child_of
957	474	child_of
957	3536	linked_to
957	2724	linked_to
957	2330	linked_to
130	3002	child_of
3641	96	child_of
3641	341	linked_to
248	3840	child_of
2713	1614	child_of
2713	295	linked_to
3056	2764	child_of
1535	1447	child_of
1931	2763	child_of
33	3874	child_of
697	658	child_of
1223	3395	child_of
771	17	child_of
1802	697	child_of
1321	1984	child_of
2905	324	child_of
2377	3697	child_of
3775	136	child_of
77	1571	child_of
621	1428	child_of
621	2116	linked_to
1227	587	child_of
1372	543	child_of
1372	3721	linked_to
3001	136	child_of
3339	855	child_of
3844	3228	child_of
3844	3696	linked_to
934	2983	child_of
382	1667	child_of
3771	934	child_of
3253	1074	child_of
2740	2	child_of
1813	1029	child_of
1370	390	child_of
854	915	child_of
328	602	child_of
602	2135	child_of
3258	3543	child_of
3726	1754	child_of
2207	1793	child_of
2420	261	child_of
789	2181	child_of
2067	867	child_of
3733	2686	child_of
3171	2624	child_of
546	2942	child_of
73	2037	child_of
1301	2523	child_of
1031	236	child_of
2431	1324	child_of
2431	1430	linked_to
2972	3280	child_of
3281	476	child_of
3573	2368	child_of
165	3694	child_of
165	3967	linked_to
165	1399	linked_to
300	778	child_of
905	1326	child_of
26	2644	child_of
3730	1699	child_of
3476	1161	child_of
3476	2368	linked_to
2557	26	child_of
1974	624	child_of
1656	2871	child_of
921	2298	child_of
89	3725	child_of
582	3181	child_of
3568	3313	child_of
3618	1425	child_of
3618	3761	linked_to
1969	2397	child_of
1969	930	linked_to
1969	3090	linked_to
1969	3041	linked_to
2815	1491	child_of
1238	1393	child_of
1238	2888	linked_to
1238	1891	linked_to
1238	475	linked_to
1238	250	linked_to
1238	2069	linked_to
2095	2601	child_of
3674	2245	child_of
3674	2099	linked_to
3674	861	linked_to
3326	3866	child_of
3326	2245	linked_to
861	3491	child_of
4085	1084	child_of
1522	2383	child_of
1298	1190	child_of
1298	3185	linked_to
2119	3100	child_of
2119	1908	linked_to
2119	3283	linked_to
2119	1244	linked_to
2741	541	child_of
3183	1329	child_of
4060	1907	child_of
4060	2262	linked_to
4060	2130	linked_to
4091	2306	child_of
316	3587	child_of
316	1901	linked_to
316	1160	linked_to
1125	2826	child_of
191	2785	child_of
191	3654	linked_to
191	3100	linked_to
3424	1136	child_of
2817	674	child_of
2440	2158	child_of
2240	2150	child_of
1590	726	child_of
1150	2156	child_of
3947	2903	child_of
420	157	child_of
3050	3148	child_of
3050	4060	linked_to
3596	2330	child_of
2129	72	child_of
2745	1691	child_of
2745	1469	linked_to
1095	2810	child_of
1711	1920	child_of
3556	2863	child_of
2863	3489	child_of
388	3930	child_of
232	952	child_of
1709	2003	child_of
1250	1873	child_of
2642	1184	child_of
2642	3365	linked_to
2642	3270	linked_to
2642	685	linked_to
2545	2338	child_of
3011	850	child_of
3470	2575	child_of
49	1231	child_of
543	1061	child_of
543	2004	linked_to
543	2853	linked_to
1111	2087	child_of
1111	1555	linked_to
1681	1128	child_of
3384	3154	child_of
3384	3373	linked_to
3384	1768	linked_to
3384	140	linked_to
2926	1207	child_of
2408	278	child_of
2272	1267	child_of
2272	3045	linked_to
2272	3496	linked_to
1659	3371	child_of
1237	3754	child_of
1237	2921	linked_to
759	1673	child_of
480	3317	child_of
2990	2219	child_of
3367	1032	child_of
2059	3173	child_of
2368	3864	child_of
2368	3228	linked_to
1077	564	child_of
1710	1695	child_of
3111	2247	child_of
3005	1997	child_of
456	280	child_of
3887	3898	child_of
1779	143	child_of
1098	3568	child_of
2680	4099	child_of
2356	486	child_of
2896	1802	child_of
3359	588	child_of
3359	1426	linked_to
3899	938	child_of
559	3152	child_of
1311	1020	child_of
1947	2539	child_of
1947	1082	linked_to
3091	1197	child_of
3091	2794	linked_to
3091	1470	linked_to
3091	3064	linked_to
2900	1126	child_of
2221	3041	child_of
2221	1351	linked_to
1331	3751	child_of
961	2372	child_of
447	832	child_of
3709	761	child_of
3709	2110	linked_to
3122	3165	child_of
3812	2443	child_of
2292	2920	child_of
2346	1681	child_of
984	2013	child_of
984	1430	linked_to
1492	3014	child_of
3626	179	child_of
3626	3063	linked_to
3478	2491	child_of
1137	485	child_of
1137	517	linked_to
1137	1331	linked_to
604	2781	child_of
2149	190	child_of
1898	478	child_of
1898	490	linked_to
3400	2037	child_of
2950	1365	child_of
2950	1426	linked_to
3512	629	child_of
222	2573	child_of
718	1957	child_of
1564	3903	child_of
2143	3226	child_of
2143	553	linked_to
2546	2066	child_of
2911	455	child_of
1502	1757	child_of
1283	2832	child_of
266	3667	child_of
3667	285	child_of
3200	4029	child_of
3200	3106	linked_to
2366	113	child_of
1851	942	child_of
2500	3103	child_of
895	942	child_of
1265	3741	child_of
3797	412	child_of
154	2036	child_of
2371	1056	child_of
2853	2004	child_of
1423	285	child_of
900	3799	child_of
2115	670	child_of
2115	2363	linked_to
2115	1632	linked_to
1697	3490	child_of
3322	2050	child_of
2518	3475	child_of
2518	1589	linked_to
3974	958	child_of
166	631	child_of
847	1073	child_of
1188	120	child_of
1188	3069	linked_to
1699	3459	child_of
2199	1726	child_of
2744	3968	child_of
2744	517	linked_to
3327	780	child_of
1264	3600	child_of
699	1665	child_of
65	3832	child_of
3708	3785	child_of
2828	2535	child_of
2791	3488	child_of
1832	1692	child_of
2200	1832	child_of
758	1132	child_of
758	4060	linked_to
758	757	linked_to
758	3148	linked_to
1491	2844	child_of
3660	1226	child_of
4046	3101	child_of
2484	4111	child_of
3288	2024	child_of
1255	1585	child_of
1255	1843	linked_to
568	1567	child_of
2208	2244	child_of
2208	3106	linked_to
1847	532	child_of
2986	2061	child_of
2986	2058	linked_to
2559	3651	child_of
196	3411	child_of
3818	834	child_of
662	537	child_of
1007	983	child_of
1007	589	linked_to
1903	900	child_of
1887	852	child_of
2405	4082	child_of
3019	2450	child_of
3019	1506	linked_to
3827	1718	child_of
3827	1259	linked_to
3827	1182	linked_to
1198	679	child_of
747	3291	child_of
747	1740	linked_to
747	1626	linked_to
4010	363	child_of
4097	1586	child_of
4097	961	linked_to
4097	1468	linked_to
4097	2756	linked_to
4097	3063	linked_to
3558	3995	child_of
2716	286	child_of
2203	2237	child_of
1065	922	child_of
1616	3910	child_of
62	4080	child_of
843	3491	child_of
3498	897	child_of
3980	1153	child_of
2155	2291	child_of
2155	3063	linked_to
2155	667	linked_to
2155	3818	linked_to
2155	3043	linked_to
1216	3410	child_of
2621	809	child_of
2229	3068	child_of
4103	3742	child_of
3560	3769	child_of
571	1314	child_of
571	3870	linked_to
115	2817	child_of
1248	339	child_of
1765	495	child_of
2048	1858	child_of
2552	380	child_of
3162	798	child_of
4006	2716	child_of
489	2938	child_of
898	740	child_of
332	1530	child_of
332	1521	linked_to
4037	2270	child_of
3456	142	child_of
3551	3027	child_of
3551	540	linked_to
3551	197	linked_to
3551	1840	linked_to
2951	3657	child_of
2396	3647	child_of
997	2615	child_of
1532	2568	child_of
189	710	child_of
726	3660	child_of
3075	2946	child_of
3713	2551	child_of
2497	1391	child_of
1017	3394	child_of
1017	229	linked_to
1017	2324	linked_to
2556	1807	child_of
2233	3678	child_of
3622	3978	child_of
3164	2564	child_of
630	3189	child_of
505	3010	child_of
976	2202	child_of
1312	4083	child_of
2280	202	child_of
2662	2474	child_of
3293	3708	child_of
3653	2776	child_of
297	2867	child_of
991	3609	child_of
3149	2659	child_of
2742	3149	child_of
2278	3028	child_of
1875	2373	child_of
1875	3593	linked_to
1541	1038	child_of
1276	543	child_of
645	1514	child_of
22	3389	child_of
2808	1226	child_of
3402	1205	child_of
1954	3250	child_of
2383	1163	child_of
1100	2551	child_of
1344	1603	child_of
3092	819	child_of
2646	1536	child_of
30	2105	child_of
30	1470	linked_to
4064	482	child_of
1339	717	child_of
975	730	child_of
2693	2977	child_of
3088	2403	child_of
3597	2403	child_of
4079	43	child_of
3698	3442	child_of
451	2784	child_of
451	1704	linked_to
946	2223	child_of
1777	946	child_of
3227	778	child_of
2665	2380	child_of
2230	2745	child_of
1894	4070	child_of
813	3865	child_of
813	2197	linked_to
145	1042	child_of
3712	2528	child_of
3712	3016	linked_to
3039	2116	child_of
3039	2170	linked_to
3799	357	child_of
1917	1827	child_of
2333	221	child_of
2333	1437	linked_to
2333	3859	linked_to
734	124	child_of
1046	4055	child_of
3828	489	child_of
2946	192	child_of
280	3289	child_of
3906	1696	child_of
1495	1530	child_of
791	674	child_of
2182	2891	child_of
1613	2203	child_of
1613	574	linked_to
2910	3775	child_of
3444	3946	child_of
3444	2363	linked_to
4028	72	child_of
4028	1623	linked_to
509	1592	child_of
509	3021	linked_to
509	1632	linked_to
721	2402	child_of
1085	3195	child_of
1632	2402	child_of
1632	1461	linked_to
2205	2772	child_of
2329	3631	child_of
1821	1766	child_of
1380	2935	child_of
1380	869	linked_to
679	2831	child_of
19	3659	child_of
3819	3111	child_of
3819	1160	linked_to
3819	1311	linked_to
3819	4004	linked_to
3819	848	linked_to
3819	1790	linked_to
3115	500	child_of
3115	1628	linked_to
3115	1951	linked_to
3115	2622	linked_to
3510	2040	child_of
1830	3789	child_of
2410	660	child_of
579	3884	child_of
1114	1169	child_of
3789	2384	child_of
268	2135	child_of
372	3112	child_of
4002	1342	child_of
4002	3028	linked_to
1490	2892	child_of
681	679	child_of
681	3045	linked_to
681	512	linked_to
681	140	linked_to
2001	3202	child_of
2001	577	linked_to
1786	3530	child_of
3295	3872	child_of
3295	279	linked_to
3406	3976	child_of
4066	2319	child_of
40	2891	child_of
40	2622	linked_to
815	3572	child_of
1362	62	child_of
1362	589	linked_to
1808	2831	child_of
1808	1198	linked_to
2210	3938	child_of
2184	1967	child_of
1645	2015	child_of
1123	1669	child_of
1123	3381	linked_to
924	2141	child_of
198	219	child_of
3853	1386	child_of
3853	180	linked_to
3301	3431	child_of
3189	1409	child_of
1657	1009	child_of
1657	2230	linked_to
2080	896	child_of
864	3747	child_of
864	3972	linked_to
864	1740	linked_to
864	1626	linked_to
1460	477	child_of
3817	1669	child_of
445	248	child_of
193	896	child_of
193	3840	linked_to
3840	2080	child_of
788	784	child_of
788	3593	linked_to
788	983	linked_to
788	2969	linked_to
589	983	child_of
589	2572	linked_to
589	4080	linked_to
2415	1556	child_of
2037	1905	child_of
3277	2632	child_of
3143	2461	child_of
3143	3870	linked_to
3669	1868	child_of
3669	925	linked_to
3669	2302	linked_to
3669	2362	linked_to
3669	2628	linked_to
3877	1107	child_of
3877	2378	linked_to
3877	1557	linked_to
727	1265	child_of
1525	1487	child_of
1905	981	child_of
2456	2485	child_of
2084	762	child_of
2084	1167	linked_to
1306	965	child_of
1256	958	child_of
767	958	child_of
368	4046	child_of
3607	2725	child_of
3607	930	linked_to
3540	1184	child_of
3540	2642	linked_to
2918	204	child_of
1493	1837	child_of
1493	2266	linked_to
1493	3593	linked_to
2021	2456	child_of
369	49	child_of
369	828	linked_to
369	1132	linked_to
1449	2950	child_of
3965	3001	child_of
408	3612	child_of
2989	143	child_of
504	2660	child_of
1918	1286	child_of
1531	3204	child_of
3110	2518	child_of
3110	2833	linked_to
3110	639	linked_to
2718	3327	child_of
3888	2718	child_of
3569	1114	child_of
522	1152	child_of
950	2707	child_of
950	4010	linked_to
950	969	linked_to
950	1111	linked_to
1197	3131	child_of
1197	2893	linked_to
1716	2826	child_of
2686	119	child_of
2875	2191	child_of
3447	66	child_of
448	3447	child_of
4100	66	child_of
3521	1252	child_of
3521	1747	linked_to
3037	1568	child_of
3037	3751	linked_to
2338	2912	child_of
2083	3272	child_of
2083	3593	linked_to
2083	930	linked_to
2083	2538	linked_to
2083	234	linked_to
2083	2294	linked_to
1602	455	child_of
153	3801	child_of
686	4063	child_of
3364	1609	child_of
3364	3506	linked_to
3364	562	linked_to
3720	2871	child_of
2523	3922	child_of
2938	3269	child_of
1394	2600	child_of
28	3988	child_of
1575	355	child_of
1575	577	linked_to
1575	341	linked_to
1304	1355	child_of
2804	3649	child_of
3991	2686	child_of
3991	2170	linked_to
3310	1008	child_of
578	3906	child_of
1253	2140	child_of
1253	1545	linked_to
775	3439	child_of
1288	2769	child_of
2406	3813	child_of
2865	1302	child_of
3030	1147	child_of
3647	3144	child_of
228	1525	child_of
3710	1708	child_of
3248	3060	child_of
3248	2262	linked_to
3041	1828	child_of
2506	1881	child_of
1880	1371	child_of
1880	1079	linked_to
706	395	child_of
706	1259	linked_to
706	2186	linked_to
167	1793	child_of
3617	2559	child_of
3875	3329	child_of
2511	2354	child_of
2511	251	linked_to
3048	1020	child_of
1499	1352	child_of
1742	1821	child_of
87	3677	child_of
1724	685	child_of
3047	1961	child_of
3047	2642	linked_to
2361	774	child_of
2361	2000	linked_to
4115	3468	child_of
3140	4004	child_of
3140	3663	linked_to
724	1107	child_of
175	807	child_of
175	474	linked_to
1458	2927	child_of
1458	496	linked_to
1458	3823	linked_to
1959	402	child_of
2533	402	child_of
2674	3676	child_of
2674	1460	linked_to
3214	1995	child_of
4036	1239	child_of
206	3135	child_of
3390	3389	child_of
3219	2113	child_of
2481	2106	child_of
2481	3165	linked_to
1680	71	child_of
1680	3593	linked_to
1239	3939	child_of
634	2918	child_of
634	1121	linked_to
634	446	linked_to
634	4114	linked_to
634	200	linked_to
194	718	child_of
194	3106	linked_to
3582	2111	child_of
3582	1069	linked_to
20	2034	child_of
2403	1396	child_of
3113	2773	child_of
1260	3382	child_of
1784	1137	child_of
1784	141	linked_to
1784	14	linked_to
1784	1206	linked_to
477	3380	child_of
1385	1563	child_of
2857	1865	child_of
2317	1672	child_of
3915	958	child_of
3915	2935	linked_to
3915	2936	linked_to
3259	450	child_of
695	3023	child_of
336	978	child_of
1338	2501	child_of
1967	2017	child_of
2534	2179	child_of
2891	3139	child_of
2891	813	linked_to
3422	3808	child_of
3921	2122	child_of
387	3000	child_of
4009	1974	child_of
3549	3679	child_of
2599	3551	child_of
2599	1533	linked_to
2265	151	child_of
2265	1517	linked_to
2138	2900	child_of
1606	2617	child_of
845	1420	child_of
3896	2544	child_of
386	627	child_of
386	2933	linked_to
2747	3627	child_of
3815	147	child_of
3815	2302	linked_to
3815	2362	linked_to
3815	1015	linked_to
3815	2628	linked_to
3815	925	linked_to
1648	2997	child_of
2291	1110	child_of
998	3718	child_of
1529	3682	child_of
3430	303	child_of
2606	476	child_of
79	3938	child_of
3923	3441	child_of
1698	980	child_of
980	1024	child_of
980	3671	linked_to
2478	3225	child_of
2274	4025	child_of
2703	399	child_of
3179	2703	child_of
144	3988	child_of
359	3581	child_of
820	1509	child_of
1512	1343	child_of
2049	525	child_of
1569	2630	child_of
841	3106	child_of
841	2244	linked_to
292	2443	child_of
514	628	child_of
3776	2985	child_of
3078	3800	child_of
3051	3262	child_of
1589	3648	child_of
1589	768	linked_to
1993	158	child_of
486	2297	child_of
1221	2894	child_of
1221	1898	linked_to
4107	2601	child_of
151	292	child_of
3883	1704	child_of
3376	3047	child_of
3376	2584	linked_to
964	3253	child_of
304	3589	child_of
2283	3300	child_of
1573	4114	child_of
3073	799	child_of
3073	517	linked_to
3177	3117	child_of
