"SUID","canonicalName","Edge_conflicts","interaction","name","NeXO relation type","selected","shared interaction","shared name"
"28633","9081 (2) S000003103","","2","9081 (2) S000003103","additional_gene_association","false","2","9081 (2) S000003103"
"20417","6583 (2) S000003936","","2","6583 (2) S000003936","additional_gene_association","false","2","6583 (2) S000003936"
"12787","9795 (pp) 9527","perfect","pp","9795 (pp) 9527","parent_of","false","pp","9795 (pp) 9527"
"23935","8941 (2) S000001662","","2","8941 (2) S000001662","additional_gene_association","false","2","8941 (2) S000001662"
"15793","7469 (pp) S000003197","","pp","7469 (pp) S000003197","gene_association","false","pp","7469 (pp) S000003197"
"25215","9304 (4) S000004324","","4","9304 (4) S000004324","additional_gene_association","false","4","9304 (4) S000004324"
"25499","9306 (4) S000004451","","4","9306 (4) S000004451","additional_gene_association","false","4","9306 (4) S000004451"
"17724","5477 (pp) 5369","","pp","5477 (pp) 5369","parent_of","false","pp","5477 (pp) 5369"
"11731","9139 (pp) 8672","","pp","9139 (pp) 8672","parent_of","false","pp","9139 (pp) 8672"
"34964","7515 (2) S000004611","","2","7515 (2) S000004611","additional_gene_association","false","2","7515 (2) S000004611"
"40541","7469 (2) S000000282","","2","7469 (2) S000000282","additional_gene_association","false","2","7469 (2) S000000282"
"19870","8656 (2) S000004874","","2","8656 (2) S000004874","additional_gene_association","false","2","8656 (2) S000004874"
"22712","8881 (2) S000002918","","2","8881 (2) S000002918","additional_gene_association","false","2","8881 (2) S000002918"
"26457","7527 (2) S000002269","","2","7527 (2) S000002269","additional_gene_association","false","2","7527 (2) S000002269"
"16969","9358 (pp) 8210","","pp","9358 (pp) 8210","parent_of","false","pp","9358 (pp) 8210"
"28135","6274 (2) S000001253","","2","6274 (2) S000001253","additional_gene_association","false","2","6274 (2) S000001253"
"27668","7109 (2) S000001338","","2","7109 (2) S000001338","additional_gene_association","false","2","7109 (2) S000001338"
"15807","7465 (pp) S000003972","","pp","7465 (pp) S000003972","gene_association","false","pp","7465 (pp) S000003972"
"41431","8368 (2) S000003837","","2","8368 (2) S000003837","additional_gene_association","false","2","8368 (2) S000003837"
"11505","6716 (pp) S000000807","","pp","6716 (pp) S000000807","gene_association","false","pp","6716 (pp) S000000807"
"43353","7622 (2) S000004481","","2","7622 (2) S000004481","additional_gene_association","false","2","7622 (2) S000004481"
"28222","8277 (2) S000006185","","2","8277 (2) S000006185","additional_gene_association","false","2","8277 (2) S000006185"
"33092","8475 (4) S000004827","","4","8475 (4) S000004827","additional_gene_association","false","4","8475 (4) S000004827"
"20190","9816 (4) S000000627","","4","9816 (4) S000000627","additional_gene_association","false","4","9816 (4) S000000627"
"33816","6793 (4) S000002704","","4","6793 (4) S000002704","additional_gene_association","false","4","6793 (4) S000002704"
"17812","8638 (pp) 7780","","pp","8638 (pp) 7780","parent_of","false","pp","8638 (pp) 7780"
"11206","5824 (pp) 5456","perfect","pp","5824 (pp) 5456","parent_of","false","pp","5824 (pp) 5456"
"10905","9105 (pp) S000003783","","pp","9105 (pp) S000003783","gene_association","false","pp","9105 (pp) S000003783"
"11859","8131 (pp) S000004096","","pp","8131 (pp) S000004096","gene_association","false","pp","8131 (pp) S000004096"
"26694","8535 (2) S000002366","","2","8535 (2) S000002366","additional_gene_association","false","2","8535 (2) S000002366"
"14437","6399 (pp) S000002634","","pp","6399 (pp) S000002634","gene_association","false","pp","6399 (pp) S000002634"
"43167","6484 (2) S000004551","","2","6484 (2) S000004551","additional_gene_association","false","2","6484 (2) S000004551"
"26649","7270 (2) S000006223","","2","7270 (2) S000006223","additional_gene_association","false","2","7270 (2) S000006223"
"21888","9025 (3) 7789","","3","9025 (3) 7789","additional_parent_of","false","3","9025 (3) 7789"
"9202","5681 (pp) S000004738","","pp","5681 (pp) S000004738","gene_association","false","pp","5681 (pp) S000004738"
"30070","9003 (2) S000004607","","2","9003 (2) S000004607","additional_gene_association","false","2","9003 (2) S000004607"
"35010","7785 (2) S000005790","","2","7785 (2) S000005790","additional_gene_association","false","2","7785 (2) S000005790"
"25106","8448 (2) S000006312","","2","8448 (2) S000006312","additional_gene_association","false","2","8448 (2) S000006312"
"41275","5893 (2) S000004876","","2","5893 (2) S000004876","additional_gene_association","false","2","5893 (2) S000004876"
"30645","8737 (2) S000004015","","2","8737 (2) S000004015","additional_gene_association","false","2","8737 (2) S000004015"
"30928","9780 (4) S000002927","","4","9780 (4) S000002927","additional_gene_association","false","4","9780 (4) S000002927"
"20671","9707 (2) S000003893","","2","9707 (2) S000003893","additional_gene_association","false","2","9707 (2) S000003893"
"38557","8301 (2) S000006250","","2","8301 (2) S000006250","additional_gene_association","false","2","8301 (2) S000006250"
"35494","6307 (2) S000004800","","2","6307 (2) S000004800","additional_gene_association","false","2","6307 (2) S000004800"
"22676","9344 (4) S000006010","","4","9344 (4) S000006010","additional_gene_association","false","4","9344 (4) S000006010"
"38660","9538 (3) 8777","","3","9538 (3) 8777","additional_parent_of","false","3","9538 (3) 8777"
"13657","9896 (pp) 9791","","pp","9896 (pp) 9791","parent_of","false","pp","9896 (pp) 9791"
"9324","8549 (pp) S000001377","","pp","8549 (pp) S000001377","gene_association","false","pp","8549 (pp) S000001377"
"19463","8839 (1) 8949","","1","8839 (1) 8949","additional_parent_of","false","1","8839 (1) 8949"
"42016","9046 (2) S000005925","","2","9046 (2) S000005925","additional_gene_association","false","2","9046 (2) S000005925"
"35614","9351 (4) S000002384","","4","9351 (4) S000002384","additional_gene_association","false","4","9351 (4) S000002384"
"16467","7226 (pp) S000000551","","pp","7226 (pp) S000000551","gene_association","false","pp","7226 (pp) S000000551"
"27987","9184 (2) S000004324","","2","9184 (2) S000004324","additional_gene_association","false","2","9184 (2) S000004324"
"22031","7483 (2) S000004064","","2","7483 (2) S000004064","additional_gene_association","false","2","7483 (2) S000004064"
"11260","8029 (pp) 7182","","pp","8029 (pp) 7182","parent_of","false","pp","8029 (pp) 7182"
"27655","6120 (2) S000004647","","2","6120 (2) S000004647","additional_gene_association","false","2","6120 (2) S000004647"
"34881","9011 (2) S000002388","","2","9011 (2) S000002388","additional_gene_association","false","2","9011 (2) S000002388"
"35028","7788 (2) S000003809","","2","7788 (2) S000003809","additional_gene_association","false","2","7788 (2) S000003809"
"33789","6798 (2) S000004385","","2","6798 (2) S000004385","additional_gene_association","false","2","6798 (2) S000004385"
"15640","7196 (pp) S000003265","","pp","7196 (pp) S000003265","gene_association","false","pp","7196 (pp) S000003265"
"13767","6169 (pp) S000000775","","pp","6169 (pp) S000000775","gene_association","false","pp","6169 (pp) S000000775"
"27070","8500 (2) S000003957","","2","8500 (2) S000003957","additional_gene_association","false","2","8500 (2) S000003957"
"13240","8111 (pp) 6567","","pp","8111 (pp) 6567","parent_of","false","pp","8111 (pp) 6567"
"41097","9559 (2) S000006260","","2","9559 (2) S000006260","additional_gene_association","false","2","9559 (2) S000006260"
"31793","9199 (2) S000005564","","2","9199 (2) S000005564","additional_gene_association","false","2","9199 (2) S000005564"
"31129","9278 (2) S000000804","","2","9278 (2) S000000804","additional_gene_association","false","2","9278 (2) S000000804"
"39176","8187 (2) S000003484","","2","8187 (2) S000003484","additional_gene_association","false","2","8187 (2) S000003484"
"26468","8576 (4) S000005176","","4","8576 (4) S000005176","additional_gene_association","false","4","8576 (4) S000005176"
"34453","7059 (2) S000003846","","2","7059 (2) S000003846","additional_gene_association","false","2","7059 (2) S000003846"
"34008","8779 (2) S000002618","","2","8779 (2) S000002618","additional_gene_association","false","2","8779 (2) S000002618"
"30771","5929 (4) S000004193","","4","5929 (4) S000004193","additional_gene_association","false","4","5929 (4) S000004193"
"31903","8867 (2) S000003212","","2","8867 (2) S000003212","additional_gene_association","false","2","8867 (2) S000003212"
"22753","9347 (4) S000028423","","4","9347 (4) S000028423","additional_gene_association","false","4","9347 (4) S000028423"
"16256","9766 (pp) 9453","perfect","pp","9766 (pp) 9453","parent_of","false","pp","9766 (pp) 9453"
"29903","9177 (2) S000003095","","2","9177 (2) S000003095","additional_gene_association","false","2","9177 (2) S000003095"
"21735","9086 (4) S000003947","","4","9086 (4) S000003947","additional_gene_association","false","4","9086 (4) S000003947"
"9887","8030 (pp) 7761","","pp","8030 (pp) 7761","parent_of","false","pp","8030 (pp) 7761"
"39399","7397 (2) S000004467","","2","7397 (2) S000004467","additional_gene_association","false","2","7397 (2) S000004467"
"12191","9039 (pp) S000004732","","pp","9039 (pp) S000004732","gene_association","false","pp","9039 (pp) S000004732"
"13568","8404 (pp) 7660","","pp","8404 (pp) 7660","parent_of","false","pp","8404 (pp) 7660"
"11985","9325 (pp) 8986","","pp","9325 (pp) 8986","parent_of","false","pp","9325 (pp) 8986"
"13475","9743 (pp) 9198","","pp","9743 (pp) 9198","parent_of","false","pp","9743 (pp) 9198"
"35496","6307 (2) S000002755","","2","6307 (2) S000002755","additional_gene_association","false","2","6307 (2) S000002755"
"33976","9022 (2) S000005246","","2","9022 (2) S000005246","additional_gene_association","false","2","9022 (2) S000005246"
"12207","8602 (pp) 7436","","pp","8602 (pp) 7436","parent_of","false","pp","8602 (pp) 7436"
"30495","8544 (3) 7778","","3","8544 (3) 7778","additional_parent_of","false","3","8544 (3) 7778"
"34869","9077 (2) S000001249","","2","9077 (2) S000001249","additional_gene_association","false","2","9077 (2) S000001249"
"23244","8851 (4) S000000633","","4","8851 (4) S000000633","additional_gene_association","false","4","8851 (4) S000000633"
"41266","6209 (2) S000007255","","2","6209 (2) S000007255","additional_gene_association","false","2","6209 (2) S000007255"
"41861","9225 (2) S000003335","","2","9225 (2) S000003335","additional_gene_association","false","2","9225 (2) S000003335"
"15104","9223 (pp) 8695","perfect","pp","9223 (pp) 8695","parent_of","false","pp","9223 (pp) 8695"
"10332","6431 (pp) 5152","","pp","6431 (pp) 5152","parent_of","false","pp","6431 (pp) 5152"
"38733","9538 (4) S000000780","","4","9538 (4) S000000780","additional_gene_association","false","4","9538 (4) S000000780"
"23465","6365 (2) S000000286","","2","6365 (2) S000000286","additional_gene_association","false","2","6365 (2) S000000286"
"33244","9503 (4) S000002855","","4","9503 (4) S000002855","additional_gene_association","false","4","9503 (4) S000002855"
"28688","6471 (2) S000000409","","2","6471 (2) S000000409","additional_gene_association","false","2","6471 (2) S000000409"
"16942","9917 (pp) 9873","perfect","pp","9917 (pp) 9873","parent_of","false","pp","9917 (pp) 9873"
"35715","9587 (4) S000005401","","4","9587 (4) S000005401","additional_gene_association","false","4","9587 (4) S000005401"
"24535","8912 (4) S000005896","","4","8912 (4) S000005896","additional_gene_association","false","4","8912 (4) S000005896"
"39341","7221 (4) S000000433","","4","7221 (4) S000000433","additional_gene_association","false","4","7221 (4) S000000433"
"11943","5782 (pp) S000005814","","pp","5782 (pp) S000005814","gene_association","false","pp","5782 (pp) S000005814"
"17415","9195 (pp) 6388","","pp","9195 (pp) 6388","parent_of","false","pp","9195 (pp) 6388"
"17284","6321 (pp) 6320","","pp","6321 (pp) 6320","parent_of","false","pp","6321 (pp) 6320"
"23040","7915 (2) S000000031","","2","7915 (2) S000000031","additional_gene_association","false","2","7915 (2) S000000031"
"39539","9015 (2) S000001679","","2","9015 (2) S000001679","additional_gene_association","false","2","9015 (2) S000001679"
"18541","8875 (1) 9193","","1","8875 (1) 9193","additional_parent_of","false","1","8875 (1) 9193"
"10627","6171 (pp) 5795","","pp","6171 (pp) 5795","parent_of","false","pp","6171 (pp) 5795"
"38988","8507 (2) S000000099","","2","8507 (2) S000000099","additional_gene_association","false","2","8507 (2) S000000099"
"39966","7955 (2) S000000047","","2","7955 (2) S000000047","additional_gene_association","false","2","7955 (2) S000000047"
"21053","5761 (2) S000002504","","2","5761 (2) S000002504","additional_gene_association","false","2","5761 (2) S000002504"
"19203","7922 (1) 7923","","1","7922 (1) 7923","additional_parent_of","false","1","7922 (1) 7923"
"35466","7875 (2) S000002330","","2","7875 (2) S000002330","additional_gene_association","false","2","7875 (2) S000002330"
"25794","9041 (2) S000002666","","2","9041 (2) S000002666","additional_gene_association","false","2","9041 (2) S000002666"
"35147","8464 (2) S000004914","","2","8464 (2) S000004914","additional_gene_association","false","2","8464 (2) S000004914"
"36150","9291 (2) S000001946","","2","9291 (2) S000001946","additional_gene_association","false","2","9291 (2) S000001946"
"43658","9238 (4) S000000933","","4","9238 (4) S000000933","additional_gene_association","false","4","9238 (4) S000000933"
"21311","8234 (4) S000004034","","4","8234 (4) S000004034","additional_gene_association","false","4","8234 (4) S000004034"
"23692","7864 (2) S000000358","","2","7864 (2) S000000358","additional_gene_association","false","2","7864 (2) S000000358"
"39034","7740 (2) S000001016","","2","7740 (2) S000001016","additional_gene_association","false","2","7740 (2) S000001016"
"30694","8539 (2) S000006345","","2","8539 (2) S000006345","additional_gene_association","false","2","8539 (2) S000006345"
